"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","ShadowDOMTest","","Wed Jan 14 18:12:41 UTC 2026","broken","Wed Jan 14 18:12:41 UTC 2026","","ui.ShadowDOMTest","ui.ShadowDOMTest",""
"","0","InfiniteScrollTests","","Wed Jan 14 18:12:41 UTC 2026","broken","Wed Jan 14 18:12:41 UTC 2026","","ui.InfiniteScrollTests","ui.InfiniteScrollTests",""
"","0","NavigationExampleTests","","Wed Jan 14 18:12:41 UTC 2026","broken","Wed Jan 14 18:12:41 UTC 2026","","ui.NavigationExampleTests","ui.NavigationExampleTests",""
"","2","ActionApiTests","","Wed Jan 14 18:12:41 UTC 2026","broken","Wed Jan 14 18:12:41 UTC 2026","","ui.ActionApiTests","ui.ActionApiTests",""
"","0","LocatorTypesTests","","Wed Jan 14 18:12:41 UTC 2026","broken","Wed Jan 14 18:12:41 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests",""
"","0","CookiesTests","","Wed Jan 14 18:12:41 UTC 2026","broken","Wed Jan 14 18:12:41 UTC 2026","","ui.CookiesTests","ui.CookiesTests",""
"","0","SlowCalcTest","","Wed Jan 14 18:12:41 UTC 2026","broken","Wed Jan 14 18:12:41 UTC 2026","","ui.SlowCalcTest","ui.SlowCalcTest",""
"","0","InteractionsWithElementsTests","","Wed Jan 14 18:12:41 UTC 2026","broken","Wed Jan 14 18:12:41 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests",""
"","1","WebFormTests","","Wed Jan 14 18:12:41 UTC 2026","broken","Wed Jan 14 18:12:41 UTC 2026","","ui.WebFormTests","ui.WebFormTests",""
"","0","IframesPageTests","","Wed Jan 14 18:12:41 UTC 2026","broken","Wed Jan 14 18:12:41 UTC 2026","","ui.IframesPageTests","ui.IframesPageTests",""
"","0","DialogBoxesTest","","Wed Jan 14 18:12:41 UTC 2026","broken","Wed Jan 14 18:12:41 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest",""
"","0","Selen","","Wed Jan 14 18:12:41 UTC 2026","broken","Wed Jan 14 18:12:41 UTC 2026","","ui.Selen","ui.Selen",""
"","0","WebStorageTests","","Wed Jan 14 18:12:41 UTC 2026","broken","Wed Jan 14 18:12:41 UTC 2026","","ui.WebStorageTests","ui.WebStorageTests",""
"","0","WaitTests","","Wed Jan 14 18:12:41 UTC 2026","broken","Wed Jan 14 18:12:41 UTC 2026","","ui.WaitTests","ui.WaitTests",""
"","0","OpenAllLinksTest","","Wed Jan 14 18:12:41 UTC 2026","broken","Wed Jan 14 18:12:41 UTC 2026","","ui.OpenAllLinksTest","ui.OpenAllLinksTest",""
